Columna,Estaticos,Desaceledaro,Esperanza Futura,Emergentes,Grandes Creciendo
OT_Conflicto_subutilizacion_Efecto,No significativo,No significativo,No significativo,No significativo,Negativo - Muy Alto
OT_Delineacion_Efecto,No significativo,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
OT_Estado_catastro_rural_Efecto,Positivo - Indeterminado,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
OT_Estado_catastro_urbano_Efecto,Positivo - Indeterminado,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
OT_OSPR_Consejos_comunitarios_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
OT_OSPR_Resguardos_indigenas_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
OT_OSPR_Zonas_reservas_campesinas_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
OT_Pertenencia_expansion_urbana_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
OT_Playas_caracterizadas_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
OT_Playas_inventariadas_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
OT_Playas_zonificadas_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
OT_Plusvalia_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
OT_Porcentaje_Area_OSPR_Efecto,No significativo,No significativo,No significativo,Positivo - Muy Alto,No significativo
OT_Porcentaje_OSPR_Consejos_comunitarios_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
OT_Porcentaje_OSPR_Resguardos_indigenas_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
OT_Porcentaje_OSPR_Zonas_reservas_campesinas_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
OT_Porcentaje_avaluo_catastral_rural_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
OT_Porcentaje_avaluo_catastral_urbano_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
OT_Porcentaje_conflicto_minero_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
OT_Porcentaje_conflicto_obras_civiles_urbanas_Efecto,No significativo,No significativo,No significativo,No significativo,Positivo - Muy Alto
OT_Porcentaje_conflicto_otros_Efecto,Positivo - Indeterminado,Negativo - Indeterminado,No significativo,No significativo,Negativo - Indeterminado
OT_Porcentaje_conflicto_pantanosas_Efecto,Positivo - Indeterminado,Negativo - Indeterminado,No significativo,No significativo,Negativo - Indeterminado
OT_Porcentaje_conflicto_sobreutilizacion_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
OT_Porcentaje_conflicto_subutilizacion_Efecto,No significativo,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
OT_Porcentaje_predios_rurales_Efecto,Positivo - Indeterminado,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
OT_Porcentaje_predios_urbanos_Efecto,No significativo,Negativo - Indeterminado,No significativo,Positivo - Alto,Negativo - Indeterminado
OT_Porcentaje_sin_OSPR_Efecto,Positivo - Indeterminado,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
OT_Porcentaje_uso_adecuado_Efecto,Positivo - Indeterminado,Negativo - Indeterminado,Positivo - Medio,No significativo,Negativo - Indeterminado
OT_Predial_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
OT_Predios_rurales_Efecto,Positivo - Indeterminado,Negativo - Indeterminado,Positivo - Medio,Negativo - Bajo,Negativo - Indeterminado
OT_Predios_urbanos_Efecto,Negativo - Alto,Positivo - Indeterminado,Negativo - Alto,No significativo,Positivo - Indeterminado
OT_Promedio_recaudo_efectivo_predial_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
OT_Recaudo_efectivo_predial_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
OT_Sin_OSPR_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,No significativo,Positivo - Medio,Negativo - Indeterminado
OT_Total_predios_Efecto,Positivo - Medio,No significativo,No significativo,Negativo - Bajo,No significativo
OT_Uso_adecuado_Efecto,Positivo - Alto,No significativo,No significativo,Positivo - Muy Alto,Negativo - Indeterminado
OT_Valorizacion_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Poblacion_GrupoA_Efecto,Positivo - Bajo,Negativo - Muy Alto,No significativo,Positivo - Medio,Negativo - Indeterminado
Poblacion_GrupoB_Efecto,No significativo,Negativo - Bajo,No significativo,Positivo - Muy Bajo,Negativo - Bajo
Poblacion_GrupoC_Efecto,Negativo - Alto,Positivo - Indeterminado,No significativo,Negativo - Medio,Positivo - Indeterminado
Poblacion_GrupoD_Efecto,Negativo - Alto,Positivo - Indeterminado,No significativo,Negativo - Medio,Positivo - Indeterminado
Poblacion_H0-7HombresPEP_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Poblacion_H18-29HombresPEP_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Poblacion_H30-39HombresPEP_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Poblacion_H40-49HombresPEP_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Poblacion_H50-59HombresPEP_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Poblacion_H60-69HombresPEP_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Poblacion_H8-17HombresPEP_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Poblacion_Hombres70PEP_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Poblacion_M0-7MujeresPEP_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Poblacion_M18-29MujeresPEP_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Poblacion_M30-39MujeresPEP_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Poblacion_M40-49MujeresPEP_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Poblacion_M50-59MujeresPEP_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Poblacion_M60-69MujeresPEP_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Poblacion_M8-17MujeresPEP_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Poblacion_Mujeres70PEP_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Poblacion_NumResguardosIndigenas_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Poblacion_PctMenores15_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,Positivo - Medio,Negativo - Indeterminado
Poblacion_PctPobHombres_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Poblacion_PctPobMigranteInterna_Efecto,Positivo - Alto,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
Poblacion_PctPobMujeres_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Poblacion_PctPobRegularPEP_Efecto,No significativo,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Poblacion_PctPobRural_Efecto,Positivo - Indeterminado,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
Poblacion_PctPobUrbana_Efecto,Positivo - Medio,Negativo - Indeterminado,Positivo - Alto,Positivo - Medio,Negativo - Indeterminado
Poblacion_PobEtnicaTotal_Efecto,No significativo,No significativo,No significativo,Positivo - Muy Alto,No significativo
Poblacion_PobEtnicoResguardos_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Poblacion_PobH00-04_Efecto,No significativo,No significativo,Negativo - Bajo,No significativo,Positivo - Bajo
Poblacion_PobH05-09_Efecto,No significativo,No significativo,Negativo - Bajo,Positivo - Muy Bajo,Positivo - Bajo
Poblacion_PobH10-14_Efecto,Negativo - Muy Bajo,No significativo,Negativo - Bajo,Positivo - Muy Bajo,Positivo - Bajo
Poblacion_PobH15-19_Efecto,Negativo - Bajo,Positivo - Medio,Negativo - Bajo,No significativo,Positivo - Medio
Poblacion_PobH20-24_Efecto,Negativo - Bajo,Positivo - Alto,Negativo - Bajo,No significativo,Positivo - Muy Alto
Poblacion_PobH25-29_Efecto,Negativo - Bajo,Positivo - Alto,Negativo - Bajo,No significativo,Positivo - Muy Alto
Poblacion_PobH30-34_Efecto,Negativo - Bajo,Positivo - Alto,Negativo - Bajo,No significativo,Positivo - Muy Alto
Poblacion_PobH35-39_Efecto,Negativo - Bajo,Positivo - Medio,Negativo - Bajo,No significativo,Positivo - Muy Alto
Poblacion_PobH40-44_Efecto,Negativo - Muy Bajo,Positivo - Bajo,Negativo - Muy Bajo,No significativo,Positivo - Alto
Poblacion_PobH45-49_Efecto,No significativo,Positivo - Bajo,Negativo - Muy Bajo,No significativo,Positivo - Medio
Poblacion_PobH50-54_Efecto,No significativo,Positivo - Bajo,No significativo,Negativo - Muy Bajo,Positivo - Medio
Poblacion_PobH55-59_Efecto,No significativo,Positivo - Bajo,No significativo,Negativo - Muy Bajo,Positivo - Medio
Poblacion_PobH60-64_Efecto,No significativo,No significativo,No significativo,Negativo - Bajo,Positivo - Bajo
Poblacion_PobH65-69_Efecto,No significativo,No significativo,No significativo,Negativo - Bajo,No significativo
Poblacion_PobH70-74_Efecto,Positivo - Bajo,No significativo,No significativo,Negativo - Bajo,No significativo
Poblacion_PobH75-79_Efecto,Positivo - Bajo,No significativo,No significativo,Negativo - Bajo,Negativo - Bajo
Poblacion_PobH80+_Efecto,Positivo - Medio,No significativo,No significativo,Negativo - Bajo,Negativo - Medio
Poblacion_PobIndigena_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Poblacion_PobM00-04_Efecto,No significativo,No significativo,Negativo - Bajo,Positivo - Muy Bajo,Positivo - Bajo
Poblacion_PobM05-09_Efecto,No significativo,No significativo,Negativo - Bajo,Positivo - Muy Bajo,Positivo - Bajo
Poblacion_PobM10-14_Efecto,Negativo - Muy Bajo,Positivo - Bajo,Negativo - Bajo,Positivo - Muy Bajo,Positivo - Bajo
Poblacion_PobM15-19_Efecto,Negativo - Bajo,Positivo - Medio,Negativo - Bajo,No significativo,Positivo - Alto
Poblacion_PobM20-24_Efecto,Negativo - Bajo,Positivo - Alto,Negativo - Bajo,No significativo,Positivo - Muy Alto
Poblacion_PobM25-29_Efecto,Negativo - Bajo,Positivo - Muy Alto,Negativo - Medio,No significativo,Positivo - Muy Alto
Poblacion_PobM30-34_Efecto,Negativo - Bajo,Positivo - Alto,Negativo - Bajo,No significativo,Positivo - Muy Alto
Poblacion_PobM35-39_Efecto,Negativo - Bajo,Positivo - Alto,Negativo - Bajo,No significativo,Positivo - Muy Alto
Poblacion_PobM40-44_Efecto,Negativo - Bajo,Positivo - Alto,Negativo - Bajo,Negativo - Muy Bajo,Positivo - Muy Alto
Poblacion_PobM45-49_Efecto,Negativo - Bajo,Positivo - Muy Alto,Negativo - Bajo,Negativo - Muy Bajo,Positivo - Muy Alto
Poblacion_PobM50-54_Efecto,Negativo - Bajo,Positivo - Muy Alto,Negativo - Bajo,Negativo - Bajo,Positivo - Muy Alto
Poblacion_PobM55-59_Efecto,Negativo - Bajo,Positivo - Muy Alto,Negativo - Muy Bajo,Negativo - Bajo,Positivo - Muy Alto
Poblacion_PobM60-64_Efecto,No significativo,Positivo - Muy Alto,No significativo,Negativo - Bajo,Positivo - Muy Alto
Poblacion_PobM65-69_Efecto,No significativo,Positivo - Alto,No significativo,Negativo - Bajo,Positivo - Alto
Poblacion_PobM70-74_Efecto,No significativo,Positivo - Medio,No significativo,Negativo - Bajo,Positivo - Medio
Poblacion_PobM75-79_Efecto,Positivo - Bajo,No significativo,No significativo,Negativo - Bajo,Positivo - Bajo
Poblacion_PobM80+_Efecto,Positivo - Medio,No significativo,No significativo,Negativo - Medio,No significativo
Poblacion_PobMigranteVenezuelaPEP_Efecto,Negativo - Indeterminado,Positivo - Indeterminado,Negativo - Muy Alto,Negativo - Alto,Positivo - Indeterminado
Poblacion_PobNegraAfrocolombiana_Efecto,Negativo - Indeterminado,Positivo - Indeterminado,Negativo - Alto,Positivo - Alto,Positivo - Muy Alto
Poblacion_PobPalenquero_Efecto,Negativo - Indeterminado,Positivo - Indeterminado,No significativo,No significativo,Positivo - Indeterminado
Poblacion_PobRaizal_Efecto,Negativo - Muy Alto,Positivo - Indeterminado,Negativo - Muy Alto,No significativo,Positivo - Indeterminado
Poblacion_PobRom_Efecto,Negativo - Indeterminado,Positivo - Indeterminado,Negativo - Muy Alto,No significativo,Positivo - Indeterminado
Poblacion_PobRural_Efecto,Positivo - Medio,Negativo - Muy Alto,No significativo,No significativo,Negativo - Indeterminado
Poblacion_PobTotalHombres_Efecto,Negativo - Muy Bajo,Positivo - Bajo,Negativo - Bajo,No significativo,Positivo - Medio
Poblacion_PobTotalMujeres_Efecto,Negativo - Muy Bajo,Positivo - Medio,Negativo - Bajo,No significativo,Positivo - Alto
Poblacion_PobUrbana_Efecto,Negativo - Muy Alto,Positivo - Indeterminado,Negativo - Alto,No significativo,Positivo - Indeterminado
Poblacion_PorcH0-7PEP_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Poblacion_PorcH18-29PEP_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Poblacion_PorcH30-39PEP_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Poblacion_PorcH40-49PEP_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Poblacion_PorcH50-59PEP_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Poblacion_PorcH60-69PEP_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Poblacion_PorcH70+PEP_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Poblacion_PorcH8-17PEP_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Poblacion_PorcHombres70-74_Efecto,Positivo - Indeterminado,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
Poblacion_PorcHombres75-79_Efecto,Positivo - Indeterminado,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
Poblacion_PorcHombres80mas_Efecto,Positivo - Indeterminado,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
Poblacion_PorcJovenes14-28_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Poblacion_PorcM0-7PEP_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Poblacion_PorcM18-29PEP_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Poblacion_PorcM30-39PEP_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Poblacion_PorcM40-49PEP_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Poblacion_PorcM50-59PEP_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Poblacion_PorcM60-69PEP_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Poblacion_PorcM70+PEP_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Poblacion_PorcM8-17PEP_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Poblacion_PorcMigranteVenezuela_Efecto,No significativo,Negativo - Indeterminado,No significativo,No significativo,Negativo - Muy Alto
Poblacion_PorcMujeres00-04_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,Positivo - Medio,Negativo - Indeterminado
Poblacion_PorcMujeres05-09_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,Positivo - Medio,Negativo - Indeterminado
Poblacion_PorcMujeres10-14_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,Positivo - Medio,Negativo - Indeterminado
Poblacion_PorcMujeres15-19_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Poblacion_PorcMujeres20-24_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Poblacion_PorcMujeres25-29_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Poblacion_PorcMujeres30-34_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Poblacion_PorcMujeres35-39_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Poblacion_PorcMujeres40-44_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Poblacion_PorcMujeres45-49_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Poblacion_PorcMujeres50-54_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
Poblacion_PorcMujeres55-59_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
Poblacion_PorcMujeres60-64_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
Poblacion_PorcMujeres65-69_Efecto,Positivo - Indeterminado,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
Poblacion_PorcMujeres70-74_Efecto,Positivo - Indeterminado,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
Poblacion_PorcMujeres75-79_Efecto,Positivo - Indeterminado,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
Poblacion_PorcMujeres80mas_Efecto,Positivo - Indeterminado,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
Poblacion_PorcPob0-4_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,Positivo - Medio,Negativo - Indeterminado
Poblacion_PorcPob10-14_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,Positivo - Medio,Negativo - Indeterminado
Poblacion_PorcPob15-19_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Poblacion_PorcPob20-24_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Poblacion_PorcPob25-29_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Poblacion_PorcPob30-34_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Poblacion_PorcPob35-39_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Poblacion_PorcPob40-44_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Poblacion_PorcPob45-49_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
Poblacion_PorcPob5-9_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,Positivo - Medio,Negativo - Indeterminado
Poblacion_PorcPob50-54_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
Poblacion_PorcPob55-59_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
Poblacion_PorcPob60-64_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
Poblacion_PorcPob65-69_Efecto,Positivo - Indeterminado,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
Poblacion_PorcPob70-74_Efecto,Positivo - Indeterminado,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
Poblacion_PorcPob75-79_Efecto,Positivo - Indeterminado,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
Poblacion_PorcPob80+_Efecto,Positivo - Indeterminado,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
Poblacion_PorcPobEtnicoResguardos_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Poblacion_PorcPobH00-04_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,Positivo - Medio,Negativo - Indeterminado
Poblacion_PorcPobH05-09_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,Positivo - Medio,Negativo - Indeterminado
Poblacion_PorcPobH10-14_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,Positivo - Medio,Negativo - Indeterminado
Poblacion_PorcPobH15-19_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Poblacion_PorcPobH20-24_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Poblacion_PorcPobH25-29_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Poblacion_PorcPobH30-34_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Poblacion_PorcPobH35-39_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Poblacion_PorcPobH40-44_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Poblacion_PorcPobH45-49_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
Poblacion_PorcPobH50-54_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
Poblacion_PorcPobH55-59_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
Poblacion_PorcPobH60-64_Efecto,Positivo - Indeterminado,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
Poblacion_PorcPobH65-69_Efecto,Positivo - Indeterminado,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
Poblacion_ProyPob0-4_Efecto,No significativo,No significativo,Negativo - Bajo,No significativo,Positivo - Bajo
Poblacion_ProyPob10-14_Efecto,Negativo - Muy Bajo,No significativo,Negativo - Bajo,Positivo - Muy Bajo,Positivo - Bajo
Poblacion_ProyPob15-19_Efecto,Negativo - Bajo,Positivo - Medio,Negativo - Bajo,No significativo,Positivo - Alto
Poblacion_ProyPob20-24_Efecto,Negativo - Bajo,Positivo - Alto,Negativo - Bajo,No significativo,Positivo - Muy Alto
Poblacion_ProyPob25-29_Efecto,Negativo - Bajo,Positivo - Alto,Negativo - Bajo,No significativo,Positivo - Muy Alto
Poblacion_ProyPob30-34_Efecto,Negativo - Bajo,Positivo - Alto,Negativo - Bajo,No significativo,Positivo - Muy Alto
Poblacion_ProyPob35-39_Efecto,Negativo - Bajo,Positivo - Alto,Negativo - Bajo,No significativo,Positivo - Muy Alto
Poblacion_ProyPob40-44_Efecto,Negativo - Muy Bajo,Positivo - Medio,Negativo - Bajo,Negativo - Muy Bajo,Positivo - Muy Alto
Poblacion_ProyPob45-49_Efecto,Negativo - Muy Bajo,Positivo - Medio,Negativo - Bajo,Negativo - Muy Bajo,Positivo - Alto
Poblacion_ProyPob5-9_Efecto,No significativo,No significativo,Negativo - Bajo,Positivo - Muy Bajo,Positivo - Bajo
Poblacion_ProyPob50-54_Efecto,Negativo - Muy Bajo,Positivo - Alto,Negativo - Muy Bajo,Negativo - Muy Bajo,Positivo - Alto
Poblacion_ProyPob55-59_Efecto,No significativo,Positivo - Alto,No significativo,Negativo - Bajo,Positivo - Alto
Poblacion_ProyPob60-64_Efecto,No significativo,Positivo - Medio,No significativo,Negativo - Bajo,Positivo - Alto
Poblacion_ProyPob65-69_Efecto,No significativo,Positivo - Bajo,No significativo,Negativo - Bajo,Positivo - Medio
Poblacion_ProyPob70-74_Efecto,No significativo,No significativo,No significativo,Negativo - Bajo,Positivo - Bajo
Poblacion_ProyPob75-79_Efecto,Positivo - Bajo,No significativo,No significativo,Negativo - Bajo,No significativo
Poblacion_ProyPob80mas_Efecto,Positivo - Medio,No significativo,No significativo,Negativo - Bajo,No significativo
Poblacion_ProyVenezolanos_Efecto,Negativo - Muy Alto,No significativo,Negativo - Muy Alto,No significativo,Positivo - Indeterminado
Poblacion_Punt_SISBEN_MaxCabecera_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Poblacion_Punt_SISBEN_MaxCentroPoblado_Efecto,Positivo - Medio,Negativo - Indeterminado,No significativo,No significativo,Negativo - Indeterminado
Poblacion_Punt_SISBEN_MaxRuralDisperso_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Poblacion_Punt_SISBEN_MaxTotal_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Poblacion_Punt_SISBEN_MinCabecera_Efecto,Positivo - Indeterminado,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
Poblacion_Punt_SISBEN_MinCentroPoblado_Efecto,Positivo - Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Poblacion_Punt_SISBEN_MinRuralDisperso_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Poblacion_Punt_SISBEN_MinTotal_Efecto,Positivo - Alto,Negativo - Indeterminado,No significativo,No significativo,Negativo - Indeterminado
Poblacion_Punt_SISBEN_PromCabecera_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
Poblacion_Punt_SISBEN_PromCentroPoblado_Efecto,Positivo - Alto,Negativo - Indeterminado,No significativo,No significativo,Negativo - Indeterminado
Poblacion_Punt_SISBEN_PromRuralDisperso_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Poblacion_PuntajePromTotal_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Poblacion_TotalFichas_Efecto,No significativo,No significativo,No significativo,Positivo - Muy Bajo,No significativo
Poblacion_TotalHogares_Efecto,Negativo - Indeterminado,Positivo - Indeterminado,Negativo - Muy Alto,Negativo - Medio,Positivo - Indeterminado
Poblacion_TotalHombresPEP_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Poblacion_TotalMujeresPEP_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Poblacion_TotalPersonas_Efecto,No significativo,Negativo - Bajo,No significativo,Positivo - Muy Bajo,No significativo
Poblacion_TotalRegistrosFichas_Efecto,No significativo,Positivo - Medio,Negativo - Muy Bajo,No significativo,Positivo - Bajo
Poblacion_TotalRegistrosHogares_Efecto,No significativo,Positivo - Medio,Negativo - Muy Bajo,No significativo,Positivo - Bajo
Poblacion_TotalRegistrosPersonas_Efecto,No significativo,Positivo - Bajo,Negativo - Muy Bajo,Positivo - Muy Bajo,No significativo
Poblacion_TotalRegistrosValidosFichas_Efecto,No significativo,Positivo - Alto,Negativo - Muy Bajo,No significativo,Positivo - Bajo
